gender,race_ethnicity,parental_level_of_education,test_preparation_course,math_score,reading_score,writing_score
male,group B,associate's degree,completed,68,92,39
female,group C,high school,completed,100,65,29
female,group D,some college,completed,23,63,81
female,group C,some high school,none,56,17,52
female,group B,some high school,completed,94,33,94
male,group D,some high school,none,100,86,13
female,group D,high school,none,12,57,20
female,group C,associate's degree,completed,35,98,22
female,group C,some college,completed,49,54,15
female,group C,associate's degree,completed,12,79,50
female,group B,high school,completed,29,58,62
female,group A,master's degree,completed,87,20,10
male,group B,some high school,completed,86,50,22
male,group A,some high school,completed,90,40,75
female,group A,high school,completed,28,32,52
male,group B,bachelor's degree,completed,67,63,25
male,group B,associate's degree,completed,81,89,21
male,group D,some high school,completed,46,97,91
male,group A,some high school,none,34,69,21
male,group C,some college,completed,35,21,55
male,group B,some high school,completed,30,64,67
female,group C,master's degree,none,11,62,71
female,group D,some college,none,36,79,82
female,group D,some high school,completed,69,68,41
female,group C,some college,none,22,93,26
male,group A,some college,completed,29,92,35
female,group D,high school,completed,78,64,37
female,group C,associate's degree,completed,77,23,72
female,group B,high school,completed,64,13,56
male,group C,master's degree,none,66,58,23
male,group B,bachelor's degree,none,57,41,82
male,group A,some high school,none,83,50,42
male,group C,master's degree,completed,91,61,59
male,group A,high school,none,91,92,54
female,group C,some college,none,15,90,69
female,group C,some college,completed,82,79,45
female,group B,some high school,completed,57,13,41
male,group B,master's degree,none,58,20,10
female,group C,some college,none,99,44,27
male,group D,associate's degree,none,54,38,34
male,group A,high school,completed,51,62,43
male,group B,some high school,completed,57,80,38
female,group D,some college,none,44,45,32
female,group B,bachelor's degree,completed,67,76,96
female,group A,associate's degree,none,89,34,41
female,group C,some college,none,27,10,80
male,group B,master's degree,completed,21,100,29
male,group A,bachelor's degree,completed,73,52,48
female,group D,some college,completed,72,67,46
female,group D,master's degree,none,31,19,66
female,group B,some college,none,60,26,92
male,group A,some college,completed,46,36,17
female,group A,some college,completed,24,16,74
male,group B,some high school,completed,13,63,24
male,group D,some high school,none,65,37,27
male,group D,master's degree,completed,74,69,23
female,group A,some college,completed,22,85,58
male,group B,some high school,completed,45,75,91
female,group B,bachelor's degree,none,40,93,83
male,group C,associate's degree,none,68,69,80
female,group A,some high school,none,68,69,45
female,group C,associate's degree,completed,74,90,10
male,group D,high school,completed,97,75,55
male,group B,associate's degree,none,67,96,81
male,group D,high school,none,80,38,58
male,group B,associate's degree,none,72,87,48
male,group B,bachelor's degree,completed,86,73,44
male,group C,associate's degree,none,38,30,19
male,group C,some high school,completed,73,83,84
male,group C,master's degree,none,92,73,92
female,group C,some high school,completed,64,97,55
male,group C,high school,completed,94,95,54
male,group C,master's degree,none,89,78,96
female,group D,some high school,none,34,31,72
female,group D,some high school,none,63,47,17
female,group D,associate's degree,completed,43,92,61
female,group C,high school,none,21,79,75
female,group C,master's degree,none,79,58,18
female,group B,master's degree,none,32,49,24
male,group C,some high school,completed,40,21,73
male,group A,some college,completed,25,31,59
female,group A,bachelor's degree,completed,71,77,84
male,group C,high school,none,100,12,75
male,group B,some college,completed,30,85,72
female,group D,some high school,completed,94,39,54
female,group B,high school,none,82,67,50
male,group A,master's degree,none,15,30,55
female,group D,some high school,completed,20,86,66
male,group D,some college,completed,49,37,23
female,group B,master's degree,completed,43,12,64
male,group D,some high school,completed,78,43,32
male,group C,master's degree,none,86,50,64
female,group B,master's degree,completed,61,68,55
male,group A,master's degree,none,27,31,34
female,group B,bachelor's degree,completed,94,97,59
male,group B,master's degree,completed,53,73,19
female,group D,bachelor's degree,completed,70,80,59
female,group D,associate's degree,completed,53,26,34
female,group A,associate's degree,none,90,33,71
female,group C,some college,completed,94,56,13
female,group B,some high school,none,73,42,20
female,group D,bachelor's degree,completed,85,90,69
female,group B,associate's degree,none,41,85,37
male,group C,master's degree,none,11,100,14
male,group A,some high school,none,21,92,44
male,group B,some college,none,20,19,77
female,group C,some college,completed,70,24,41
male,group C,some high school,none,96,28,78
male,group B,some college,completed,46,32,26
female,group B,some high school,none,12,87,87
female,group B,some high school,none,97,95,42
male,group B,associate's degree,none,51,41,19
female,group C,high school,none,99,56,38
male,group C,some college,completed,93,27,42
male,group B,master's degree,none,11,23,69
male,group B,master's degree,completed,93,28,36
male,group D,bachelor's degree,none,37,83,97
female,group B,high school,completed,59,51,22
male,group C,some college,none,58,16,47
male,group D,some high school,none,56,23,82
female,group A,associate's degree,none,100,93,16
female,group D,master's degree,completed,62,31,62
female,group D,some college,completed,64,78,37
female,group B,some college,none,95,94,81
female,group D,master's degree,completed,72,65,90
female,group C,bachelor's degree,completed,34,77,100
female,group A,master's degree,none,34,65,49
female,group D,master's degree,completed,59,64,74
male,group C,some high school,completed,83,77,56
male,group C,bachelor's degree,completed,16,42,29
female,group A,master's degree,none,91,21,64
male,group C,high school,completed,20,87,40
female,group D,bachelor's degree,none,26,35,51
female,group A,master's degree,none,58,41,39
female,group A,some college,completed,39,24,38
female,group B,high school,none,45,63,64
male,group C,some high school,completed,81,44,61
male,group D,some college,none,19,77,16
male,group A,some high school,completed,53,47,53
female,group A,some college,completed,54,35,83
male,group B,master's degree,completed,24,50,65
female,group C,bachelor's degree,none,70,13,41
female,group D,associate's degree,completed,93,12,35
male,group D,some college,completed,57,55,32
female,group C,master's degree,completed,13,59,34
female,group A,some high school,none,69,21,96
male,group D,bachelor's degree,none,90,70,18
male,group D,master's degree,completed,89,77,100
female,group D,some high school,completed,49,56,32
male,group C,master's degree,completed,14,32,42
female,group D,bachelor's degree,none,82,26,23
female,group B,bachelor's degree,none,32,63,16
male,group D,some high school,completed,83,64,34
male,group B,high school,completed,96,89,14
female,group D,some college,completed,67,27,20
male,group B,high school,none,97,83,67
female,group C,high school,none,26,14,29
female,group D,bachelor's degree,completed,43,54,53
male,group D,high school,completed,41,28,71
male,group D,associate's degree,none,60,82,16
male,group D,bachelor's degree,none,100,17,90
female,group C,bachelor's degree,completed,22,25,68
male,group B,high school,none,78,81,17
female,group C,associate's degree,none,49,69,32
female,group A,some high school,completed,21,66,24
male,group B,associate's degree,completed,75,65,41
female,group D,bachelor's degree,none,39,16,71
female,group D,associate's degree,completed,100,98,13
female,group A,associate's degree,none,16,89,98
female,group C,bachelor's degree,completed,13,32,36
male,group B,some high school,none,15,42,12
female,group D,some high school,none,77,69,14
female,group D,bachelor's degree,none,13,70,55
male,group B,master's degree,completed,93,54,53
female,group A,high school,completed,19,42,90
male,group A,associate's degree,none,84,95,42
male,group B,bachelor's degree,completed,34,95,61
male,group D,associate's degree,completed,68,23,74
female,group D,some high school,completed,93,74,93
female,group C,high school,none,14,26,50
male,group D,some college,completed,14,53,72
male,group B,associate's degree,completed,48,33,96
female,group B,some high school,none,74,25,44
female,group B,high school,none,68,100,64
female,group C,some college,completed,23,76,70
female,group B,associate's degree,completed,92,62,46
male,group D,some college,completed,47,26,82
female,group D,some high school,completed,61,53,54
female,group C,some college,completed,69,40,100
male,group B,associate's degree,completed,96,41,68
male,group D,some college,none,25,85,98
female,group C,associate's degree,completed,95,90,71
female,group A,some high school,completed,40,49,89
female,group B,bachelor's degree,completed,99,27,52
female,group D,associate's degree,none,74,17,36
female,group C,some college,completed,22,56,83
female,group C,some college,none,95,46,69
male,group C,bachelor's degree,none,62,34,38
female,group D,bachelor's degree,completed,60,56,47
female,group A,some high school,none,26,74,40
male,group D,bachelor's degree,completed,71,64,72
male,group D,some high school,none,73,77,35
female,group B,some high school,none,60,84,23
female,group B,some high school,completed,92,48,95
male,group A,some college,none,21,41,16
male,group D,some high school,none,52,27,75
